State,City,Accident_Date,Time,Weather,Road_Type,Severity,Vehicles_Involved,Casualties,Latitude,Longitude,Hour,Time_Period
Telangana,Hyderabad,15-04-2024,01-01-1900 02:00,rain,city road,3,0,0,23.2278,83.1211,2,Night
Delhi,Dwarka,11-02-2023,01-01-1900 23:00,clear,highway,2,2,0,12.3349,80.4735,23,Night
Maharashtra,Mumbai,17-10-2023,01-01-1900 10:00,heavy rain,city road,3,0,2,22.8106,81.3553,10,Morning
Bihar,Gaya,24-10-2023,01-01-1900 11:00,nan,highway,2,1,2,18.5965,87.282,11,Morning
UP,Kanpur,27-11-2023,01-01-1900 21:00,heavy rain,national highway,3,1,0,21.3527,87.6625,21,Night
Telangana,Nizamabad,04-12-2023,01-01-1900 20:00,storm,city road,4,1,0,17.4289,82.5652,20,Evening
Telangana,Nizamabad,03-07-2023,01-01-1900 00:00,foggy,rural road,3,2,0,27.964,81.9691,0,Night
Karnataka,Bengaluru,13-08-2023,01-01-1900 19:00,foggy,highway,4,0,0,13.8423,86.716,19,Evening
UP,Kanpur,21-01-2023,01-01-1900 07:00,foggy,rural road,3,0,0,22.555,81.8624,7,Morning
Tamil Nadu,Madurai,20-01-2024,01-01-1900 04:00,rain,highway,1,1,1,25.0196,87.3455,4,Night
Andhra Pradesh,Guntur,13-04-2023,01-01-1900 05:00,clear,highway,2,2,1,14.4229,82.2516,5,Morning
Delhi,New Delhi,02-09-2023,01-01-1900 05:00,rain,rural road,4,3,2,18.4234,80.7189,5,Morning
Telangana,Warangal,07-03-2023,01-01-1900 10:00,foggy,national highway,3,1,0,14.6026,85.078,10,Morning
Bihar,Bhagalpur,15-01-2024,01-01-1900 18:00,heavy rain,expressway,2,4,2,25.9506,83.3468,18,Evening
UP,Lucknow,27-11-2023,01-01-1900 07:00,storm,city road,1,3,0,20.6445,77.8721,7,Morning
Maharashtra,Pune,18-07-2023,01-01-1900 21:00,clear,national highway,4,3,1,18.341,80.2596,21,Night
Delhi,Rohini,11-01-2024,01-01-1900 03:00,clear,city road,0,1,0,18.9243,83.5525,3,Night
UP,Kanpur,30-01-2024,01-01-1900 01:00,foggy,national highway,1,2,2,25.255,77.8821,1,Night
Delhi,Rohini,12-05-2024,01-01-1900 11:00,foggy,rural road,4,4,0,25.2584,85.6182,11,Morning
Maharashtra,Mumbai,21-09-2023,01-01-1900 19:00,foggy,highway,4,2,0,13.9895,86.6265,19,Evening
Delhi,Dwarka,06-08-2023,01-01-1900 10:00,clear,expressway,3,2,1,21.2903,87.2953,10,Morning
Telangana,Warangal,10-01-2024,01-01-1900 01:00,heavy rain,city road,1,1,3,24.9548,87.4559,1,Night
Delhi,Dwarka,19-12-2023,01-01-1900 19:00,storm,nan,1,1,0,19.0377,84.0835,19,Evening
Telangana,Warangal,20-09-2023,01-01-1900 23:00,rain,nan,3,1,0,21.5914,86.9264,23,Night
Telangana,Warangal,09-05-2024,01-01-1900 03:00,clear,nan,2,0,0,19.0812,77.532,3,Night
Maharashtra,Nagpur,19-12-2023,01-01-1900 05:00,clear,expressway,4,2,0,21.408,80.8841,5,Morning
UP,Varanasi,08-03-2023,01-01-1900 08:00,storm,expressway,3,2,2,25.2149,83.946,8,Morning
Bihar,Bhagalpur,04-08-2023,01-01-1900 20:00,foggy,rural road,1,2,2,18.6263,87.5374,20,Evening
Bihar,Patna,30-09-2023,01-01-1900 22:00,nan,national highway,4,4,1,15.5278,83.8822,22,Night
Delhi,New Delhi,17-04-2023,01-01-1900 23:00,clear,national highway,3,0,1,12.9534,83.648,23,Night
UP,Kanpur,27-01-2024,01-01-1900 00:00,storm,city road,4,2,2,15.6284,84.3317,0,Night
Tamil Nadu,Chennai,26-02-2023,01-01-1900 18:00,foggy,city road,4,1,0,14.6139,79.029,18,Evening
Delhi,Rohini,24-02-2023,01-01-1900 21:00,foggy,city road,4,1,0,12.8184,81.3757,21,Night
Karnataka,Mysuru,28-05-2023,01-01-1900 00:00,storm,highway,2,1,3,18.1245,86.2306,0,Night
Tamil Nadu,Madurai,15-01-2023,01-01-1900 19:00,foggy,expressway,1,2,0,12.9927,77.7827,19,Evening
Bihar,Bhagalpur,16-02-2023,01-01-1900 11:00,foggy,expressway,2,4,2,26.0485,83.1366,11,Morning
Tamil Nadu,Coimbatore,09-03-2023,01-01-1900 09:00,clear,city road,4,2,0,22.3292,77.5014,9,Morning
Bihar,Bhagalpur,25-11-2023,01-01-1900 03:00,foggy,nan,4,1,0,14.7182,78.3964,3,Night
Bihar,Gaya,06-02-2023,01-01-1900 13:00,rain,highway,1,2,0,15.9336,80.9395,13,Afternoon
Andhra Pradesh,Visakhapatnam,24-07-2023,01-01-1900 22:00,foggy,highway,1,3,1,13.2281,77.0461,22,Night
Karnataka,Mysuru,31-07-2023,01-01-1900 21:00,foggy,city road,4,3,2,18.5726,82.3861,21,Night
Bihar,Patna,23-01-2024,01-01-1900 08:00,clear,highway,4,1,0,17.3659,78.9479,8,Morning
Karnataka,Bengaluru,25-09-2023,01-01-1900 09:00,heavy rain,national highway,3,3,1,17.0458,81.3246,9,Morning
Bihar,Bhagalpur,31-05-2023,01-01-1900 04:00,foggy,expressway,3,1,0,14.8645,85.7727,4,Night
Karnataka,Mangalore,07-01-2023,01-01-1900 08:00,foggy,rural road,2,2,2,19.6014,87.1468,8,Morning
UP,Kanpur,28-11-2023,01-01-1900 05:00,nan,rural road,4,1,0,17.599,85.6067,5,Morning
Maharashtra,Nagpur,03-02-2024,01-01-1900 23:00,heavy rain,national highway,4,2,1,15.5945,81.3927,23,Night
Tamil Nadu,Madurai,14-04-2023,01-01-1900 11:00,foggy,highway,1,2,0,14.8943,85.7907,11,Morning
Telangana,Hyderabad,17-08-2023,01-01-1900 18:00,heavy rain,national highway,2,3,0,18.7202,83.362,18,Evening
Andhra Pradesh,Visakhapatnam,10-10-2023,01-01-1900 08:00,heavy rain,highway,1,2,1,25.8628,77.6558,8,Morning
Bihar,Gaya,20-02-2023,01-01-1900 17:00,rain,highway,1,1,1,18.6531,83.0345,17,Evening
Tamil Nadu,Madurai,07-09-2023,01-01-1900 09:00,foggy,highway,4,2,1,27.9444,78.4874,9,Morning
Andhra Pradesh,Visakhapatnam,22-01-2024,01-01-1900 13:00,storm,highway,2,0,2,14.1282,78.7461,13,Afternoon
Tamil Nadu,Coimbatore,21-05-2023,01-01-1900 21:00,storm,highway,2,1,0,22.7075,82.3218,21,Night
Telangana,Warangal,11-12-2023,01-01-1900 09:00,storm,national highway,2,0,0,21.5005,83.3315,9,Morning
Bihar,Patna,17-12-2023,01-01-1900 09:00,foggy,national highway,2,1,0,20.8555,83.2732,9,Morning
Delhi,Rohini,31-08-2023,01-01-1900 20:00,clear,city road,3,2,0,12.4032,80.9032,20,Evening
Delhi,Rohini,11-06-2023,01-01-1900 14:00,foggy,nan,4,2,2,16.1786,84.6445,14,Afternoon
Karnataka,Mysuru,28-01-2024,01-01-1900 08:00,heavy rain,city road,3,3,1,23.7604,83.7112,8,Morning
Tamil Nadu,Chennai,13-11-2023,01-01-1900 16:00,clear,highway,1,0,0,16.1813,81.6101,16,Afternoon
Andhra Pradesh,Tirupati,19-12-2023,01-01-1900 22:00,nan,nan,4,2,3,16.611,77.0711,22,Night
Maharashtra,Mumbai,30-08-2023,01-01-1900 04:00,rain,highway,4,0,0,23.7537,77.2634,4,Night
Bihar,Patna,17-06-2023,01-01-1900 18:00,clear,highway,1,2,1,14.7905,82.1881,18,Evening
Delhi,Dwarka,18-01-2024,01-01-1900 06:00,rain,rural road,2,2,0,20.8085,81.481,6,Morning
Andhra Pradesh,Guntur,03-03-2023,01-01-1900 20:00,foggy,rural road,4,3,1,15.1407,77.2482,20,Evening
UP,Lucknow,06-05-2024,01-01-1900 16:00,storm,national highway,3,2,2,26.2505,83.5664,16,Afternoon
Karnataka,Mangalore,09-03-2024,01-01-1900 02:00,heavy rain,highway,4,1,2,23.9978,87.0435,2,Night
Delhi,New Delhi,04-04-2023,01-01-1900 20:00,storm,expressway,4,0,1,16.3008,79.1851,20,Evening
Andhra Pradesh,Guntur,15-06-2023,01-01-1900 13:00,clear,city road,3,1,0,20.8821,83.4679,13,Afternoon
Karnataka,Bengaluru,31-01-2024,01-01-1900 04:00,nan,city road,1,4,0,13.3052,77.9657,4,Night
Telangana,Warangal,21-03-2024,01-01-1900 10:00,heavy rain,city road,3,2,0,15.4239,80.1161,10,Morning
Andhra Pradesh,Guntur,25-03-2024,01-01-1900 14:00,foggy,highway,4,3,0,12.2218,84.1432,14,Afternoon
Tamil Nadu,Chennai,30-01-2024,01-01-1900 12:00,rain,city road,1,3,1,26.924,77.2215,12,Afternoon
Delhi,Dwarka,08-04-2023,01-01-1900 06:00,rain,rural road,3,4,0,22.6084,84.4697,6,Morning
Telangana,Warangal,04-07-2023,01-01-1900 09:00,foggy,highway,3,0,2,26.076,77.5414,9,Morning
Andhra Pradesh,Visakhapatnam,09-01-2024,01-01-1900 20:00,clear,nan,2,2,0,16.0991,79.4272,20,Evening
Andhra Pradesh,Vijayawada,02-11-2023,01-01-1900 06:00,rain,expressway,4,4,1,15.8251,85.3384,6,Morning
Karnataka,Mysuru,26-03-2024,01-01-1900 03:00,clear,rural road,2,1,2,18.5709,79.3066,3,Night
Andhra Pradesh,Visakhapatnam,15-01-2023,01-01-1900 15:00,foggy,rural road,1,2,1,26.9527,80.3372,15,Afternoon
Delhi,New Delhi,17-02-2023,01-01-1900 13:00,rain,rural road,4,2,1,23.0665,87.622,13,Afternoon
Andhra Pradesh,Visakhapatnam,01-09-2023,01-01-1900 15:00,foggy,national highway,3,0,0,22.7473,85.0224,15,Afternoon
Tamil Nadu,Chennai,23-04-2023,01-01-1900 16:00,foggy,city road,1,0,1,20.0713,80.4341,16,Afternoon
Maharashtra,Mumbai,09-01-2024,01-01-1900 21:00,rain,highway,4,4,0,23.9234,79.5545,21,Night
Karnataka,Mysuru,05-08-2023,01-01-1900 11:00,clear,highway,0,0,0,15.1781,85.6173,11,Morning
Tamil Nadu,Chennai,23-07-2023,01-01-1900 10:00,storm,rural road,3,1,1,24.0205,86.8669,10,Morning
Bihar,Bhagalpur,15-05-2023,01-01-1900 17:00,rain,highway,3,1,1,27.3007,81.1434,17,Evening
Delhi,Dwarka,31-01-2024,01-01-1900 17:00,rain,highway,3,1,0,19.7788,78.1991,17,Evening
Karnataka,Bengaluru,27-04-2023,01-01-1900 14:00,rain,expressway,3,1,0,24.9412,86.6304,14,Afternoon
Karnataka,Mysuru,24-02-2024,01-01-1900 16:00,foggy,highway,2,2,0,25.7157,85.4112,16,Afternoon
Andhra Pradesh,Visakhapatnam,04-10-2023,01-01-1900 07:00,rain,city road,1,2,0,27.1204,84.5079,7,Morning
Karnataka,Mangalore,27-04-2024,01-01-1900 19:00,heavy rain,national highway,1,2,1,22.3316,82.6163,19,Evening
Bihar,Gaya,14-06-2023,01-01-1900 04:00,clear,highway,3,1,0,24.8383,86.4756,4,Night
Telangana,Hyderabad,22-01-2024,01-01-1900 13:00,foggy,rural road,2,3,0,24.0292,85.9314,13,Afternoon
UP,Kanpur,30-10-2023,01-01-1900 06:00,rain,highway,2,1,1,25.7361,78.4486,6,Morning
Karnataka,Bengaluru,16-08-2023,01-01-1900 04:00,rain,highway,1,3,1,22.8436,79.7755,4,Night
Bihar,Gaya,25-02-2024,01-01-1900 03:00,foggy,highway,3,1,1,12.8582,84.8921,3,Night
Bihar,Gaya,27-10-2023,01-01-1900 05:00,clear,city road,1,3,0,18.1344,78.8511,5,Morning
Bihar,Bhagalpur,08-05-2024,01-01-1900 13:00,clear,highway,1,2,2,15.0271,84.9242,13,Afternoon
Delhi,Dwarka,08-12-2023,01-01-1900 08:00,rain,highway,1,4,1,19.3744,86.1158,8,Morning
Maharashtra,Mumbai,04-02-2024,01-01-1900 22:00,nan,expressway,4,2,1,13.6864,86.2274,22,Night
Telangana,Hyderabad,09-05-2024,01-01-1900 07:00,foggy,rural road,1,3,2,17.8077,86.6721,7,Morning
UP,Varanasi,17-01-2024,01-01-1900 13:00,nan,expressway,2,1,1,18.5244,86.7502,13,Afternoon
Bihar,Gaya,03-07-2023,01-01-1900 21:00,rain,nan,3,3,2,16.3289,79.7367,21,Night
Karnataka,Bengaluru,13-10-2023,01-01-1900 17:00,foggy,national highway,2,1,1,24.4081,81.3243,17,Evening
Tamil Nadu,Coimbatore,29-02-2024,01-01-1900 09:00,rain,highway,4,2,1,17.9062,80.9291,9,Morning
Bihar,Gaya,22-06-2023,01-01-1900 14:00,nan,city road,3,2,1,19.0506,86.6791,14,Afternoon
Maharashtra,Nagpur,03-10-2023,01-01-1900 05:00,rain,city road,1,5,3,14.2139,87.8101,5,Morning
Delhi,Rohini,01-07-2023,01-01-1900 12:00,foggy,highway,3,1,0,22.6103,83.549,12,Afternoon
Tamil Nadu,Madurai,21-03-2023,01-01-1900 21:00,clear,rural road,2,0,0,24.561,79.1528,21,Night
Tamil Nadu,Chennai,07-01-2023,01-01-1900 09:00,clear,expressway,4,2,2,18.7035,82.0383,9,Morning
UP,Varanasi,22-10-2023,01-01-1900 12:00,rain,national highway,4,3,0,20.206,80.5294,12,Afternoon
Karnataka,Mysuru,16-03-2024,01-01-1900 22:00,foggy,highway,4,2,0,17.5203,77.6021,22,Night
Tamil Nadu,Coimbatore,18-05-2023,01-01-1900 18:00,storm,expressway,4,1,0,15.5142,77.0025,18,Evening
Andhra Pradesh,Visakhapatnam,02-09-2023,01-01-1900 22:00,nan,highway,3,1,1,13.9258,77.7437,22,Night
Bihar,Gaya,27-12-2023,01-01-1900 04:00,heavy rain,highway,4,2,1,18.8886,78.3105,4,Night
UP,Lucknow,28-01-2024,01-01-1900 17:00,clear,expressway,1,0,1,17.9972,83.8346,17,Evening
UP,Varanasi,24-03-2023,01-01-1900 23:00,heavy rain,nan,2,1,1,12.5694,87.9376,23,Night
Telangana,Warangal,21-10-2023,01-01-1900 22:00,foggy,rural road,4,3,0,17.4599,81.886,22,Night
Maharashtra,Pune,16-02-2023,01-01-1900 05:00,foggy,city road,2,2,3,25.7831,86.5264,5,Morning
Maharashtra,Mumbai,26-03-2024,01-01-1900 19:00,clear,nan,0,2,0,19.7317,87.8559,19,Evening
Maharashtra,Mumbai,14-02-2024,01-01-1900 18:00,rain,city road,2,1,1,20.6143,87.9135,18,Evening
Karnataka,Mangalore,11-07-2023,01-01-1900 18:00,storm,highway,2,0,2,12.1117,81.4383,18,Evening
Telangana,Warangal,23-04-2024,01-01-1900 09:00,rain,highway,2,2,0,17.3973,86.1028,9,Morning
Delhi,Dwarka,20-04-2024,01-01-1900 21:00,storm,highway,1,1,0,13.091,79.0584,21,Night
UP,Lucknow,03-07-2023,01-01-1900 01:00,rain,expressway,1,0,1,18.6783,81.1455,1,Night
UP,Varanasi,26-11-2023,01-01-1900 06:00,rain,city road,4,0,0,13.7088,87.4874,6,Morning
Bihar,Patna,09-09-2023,01-01-1900 03:00,storm,expressway,4,1,0,16.7691,80.5244,3,Night
Andhra Pradesh,Guntur,29-04-2024,01-01-1900 02:00,foggy,highway,3,2,0,13.96,83.984,2,Night
Andhra Pradesh,Tirupati,14-01-2024,01-01-1900 16:00,rain,highway,1,2,2,13.2457,87.5099,16,Afternoon
Telangana,Nizamabad,15-04-2023,01-01-1900 15:00,clear,highway,0,2,0,14.701,86.3934,15,Afternoon
Delhi,New Delhi,19-07-2023,01-01-1900 07:00,foggy,highway,2,2,0,24.3111,87.2828,7,Morning
Maharashtra,Mumbai,26-04-2024,01-01-1900 20:00,foggy,highway,1,1,1,16.5469,80.1787,20,Evening
Bihar,Gaya,04-11-2023,01-01-1900 00:00,clear,highway,4,0,0,20.7129,78.7587,0,Night
Bihar,Patna,04-04-2023,01-01-1900 17:00,foggy,highway,3,0,1,16.9649,82.5368,17,Evening
Maharashtra,Mumbai,25-01-2024,01-01-1900 03:00,heavy rain,highway,4,2,1,22.3285,78.7135,3,Night
Andhra Pradesh,Tirupati,05-04-2023,01-01-1900 02:00,heavy rain,rural road,3,0,1,18.0378,81.5487,2,Night
Tamil Nadu,Chennai,07-01-2024,01-01-1900 10:00,clear,city road,3,1,0,14.8655,81.3144,10,Morning
Andhra Pradesh,Tirupati,14-07-2023,01-01-1900 04:00,rain,city road,0,1,1,27.7001,81.1978,4,Night
Tamil Nadu,Madurai,28-09-2023,01-01-1900 09:00,nan,expressway,3,1,2,22.0427,79.1122,9,Morning
Karnataka,Mangalore,22-04-2024,01-01-1900 10:00,clear,nan,1,3,1,13.1046,80.6827,10,Morning
Telangana,Hyderabad,26-01-2024,01-01-1900 20:00,rain,highway,4,3,0,17.6953,78.6336,20,Evening
Tamil Nadu,Madurai,09-09-2023,01-01-1900 19:00,rain,highway,4,3,1,18.114,78.455,19,Evening
Maharashtra,Nagpur,10-01-2024,01-01-1900 05:00,clear,city road,3,1,0,16.7984,84.0707,5,Morning
Tamil Nadu,Coimbatore,06-03-2023,01-01-1900 20:00,heavy rain,rural road,4,3,1,17.8,86.064,20,Evening
Delhi,Dwarka,07-12-2023,01-01-1900 12:00,heavy rain,city road,2,1,0,24.815,78.9817,12,Afternoon
Delhi,Dwarka,08-10-2023,01-01-1900 13:00,clear,city road,4,3,0,12.4056,84.5905,13,Afternoon
UP,Lucknow,13-04-2023,01-01-1900 06:00,foggy,highway,0,1,0,21.757,79.6488,6,Morning
Karnataka,Mysuru,17-01-2024,01-01-1900 21:00,foggy,expressway,2,1,0,14.3546,80.2777,21,Night
Bihar,Gaya,09-11-2023,01-01-1900 19:00,nan,highway,1,1,0,13.972,80.3845,19,Evening
Delhi,New Delhi,16-01-2024,01-01-1900 04:00,clear,highway,3,2,2,26.1517,83.0939,4,Night
Karnataka,Mysuru,05-06-2023,01-01-1900 03:00,foggy,city road,4,0,1,14.6597,87.0814,3,Night
Maharashtra,Nagpur,10-03-2024,01-01-1900 07:00,foggy,rural road,1,0,0,24.1572,80.7271,7,Morning
Andhra Pradesh,Visakhapatnam,21-04-2024,01-01-1900 14:00,storm,highway,4,3,1,12.7937,79.8277,14,Afternoon
Telangana,Hyderabad,11-03-2023,01-01-1900 19:00,foggy,city road,1,0,0,23.9025,87.1113,19,Evening
Telangana,Warangal,05-11-2023,01-01-1900 15:00,foggy,city road,3,0,0,27.3848,81.8934,15,Afternoon
Bihar,Gaya,08-04-2024,01-01-1900 05:00,heavy rain,highway,3,0,0,26.5528,83.2585,5,Morning
Bihar,Bhagalpur,11-02-2023,01-01-1900 10:00,foggy,nan,1,2,1,17.4696,81.7706,10,Morning
Andhra Pradesh,Visakhapatnam,23-12-2023,01-01-1900 12:00,rain,expressway,4,1,2,24.703,87.3509,12,Afternoon
Bihar,Gaya,17-05-2023,01-01-1900 02:00,rain,highway,3,3,1,24.8816,86.2954,2,Night
Tamil Nadu,Chennai,01-04-2023,01-01-1900 11:00,foggy,expressway,0,1,0,18.43,84.4113,11,Morning
Telangana,Hyderabad,26-10-2023,01-01-1900 20:00,rain,nan,1,3,0,17.7117,83.9822,20,Evening
Karnataka,Bengaluru,03-01-2024,01-01-1900 02:00,foggy,highway,2,2,0,20.7311,79.2447,2,Night
Tamil Nadu,Madurai,11-09-2023,01-01-1900 19:00,storm,national highway,1,3,0,19.7216,79.3763,19,Evening
Tamil Nadu,Madurai,05-03-2023,01-01-1900 22:00,heavy rain,city road,3,1,1,19.6016,86.8775,22,Night
UP,Varanasi,24-11-2023,01-01-1900 09:00,foggy,national highway,3,4,1,16.0348,81.914,9,Morning
Karnataka,Bengaluru,01-02-2023,01-01-1900 02:00,rain,highway,1,1,0,12.0151,77.4319,2,Night
Andhra Pradesh,Vijayawada,13-06-2023,01-01-1900 18:00,rain,expressway,3,3,1,20.8106,78.6846,18,Evening
Maharashtra,Pune,10-06-2023,01-01-1900 17:00,nan,expressway,2,2,2,23.7,85.4672,17,Evening
UP,Kanpur,20-03-2024,01-01-1900 14:00,foggy,nan,4,2,1,17.4663,84.1331,14,Afternoon
Karnataka,Mysuru,07-07-2023,01-01-1900 00:00,foggy,nan,2,1,0,25.0519,83.5704,0,Night
Bihar,Gaya,23-03-2023,01-01-1900 09:00,heavy rain,city road,4,1,1,25.6728,80.74,9,Morning
Andhra Pradesh,Visakhapatnam,07-05-2024,01-01-1900 03:00,rain,highway,4,2,1,14.9091,81.7338,3,Night
Bihar,Patna,04-05-2024,01-01-1900 09:00,rain,highway,3,2,0,20.5656,83.9886,9,Morning
Delhi,Rohini,18-03-2024,01-01-1900 04:00,storm,highway,1,1,0,12.664,80.5427,4,Night
Delhi,Rohini,13-04-2024,01-01-1900 15:00,rain,expressway,3,3,1,22.6708,81.7894,15,Afternoon
Tamil Nadu,Madurai,31-10-2023,01-01-1900 19:00,heavy rain,rural road,4,2,1,16.1425,77.5811,19,Evening
Delhi,New Delhi,28-09-2023,01-01-1900 15:00,clear,highway,4,1,1,16.8444,82.8572,15,Afternoon
Andhra Pradesh,Tirupati,07-05-2023,01-01-1900 07:00,rain,national highway,4,4,2,14.6601,81.1771,7,Morning
Tamil Nadu,Madurai,07-04-2023,01-01-1900 19:00,clear,highway,1,2,1,23.6421,87.1486,19,Evening
UP,Varanasi,24-02-2024,01-01-1900 00:00,clear,nan,2,2,2,15.0724,84.3335,0,Night
Karnataka,Mysuru,17-11-2023,01-01-1900 12:00,storm,national highway,1,3,2,19.8366,82.8152,12,Afternoon
Karnataka,Mysuru,04-05-2024,01-01-1900 00:00,clear,national highway,4,2,1,15.1609,85.8569,0,Night
Delhi,Dwarka,02-04-2023,01-01-1900 10:00,clear,nan,1,4,0,19.0035,80.0443,10,Morning
Telangana,Hyderabad,19-03-2023,01-01-1900 03:00,heavy rain,highway,3,0,1,26.9259,87.1491,3,Night
Andhra Pradesh,Tirupati,25-11-2023,01-01-1900 12:00,rain,city road,4,0,1,23.7941,77.4038,12,Afternoon
Andhra Pradesh,Vijayawada,26-11-2023,01-01-1900 22:00,storm,highway,1,0,0,26.7286,77.132,22,Night
Delhi,Dwarka,23-01-2024,01-01-1900 20:00,clear,expressway,3,3,0,19.7603,77.9394,20,Evening
Andhra Pradesh,Guntur,28-04-2023,01-01-1900 18:00,clear,national highway,1,2,1,21.827,79.6027,18,Evening
Andhra Pradesh,Visakhapatnam,17-05-2023,01-01-1900 17:00,foggy,city road,2,1,0,13.1983,78.1678,17,Evening
Maharashtra,Pune,15-01-2023,01-01-1900 14:00,nan,city road,1,1,1,15.1193,82.554,14,Afternoon
Maharashtra,Nagpur,12-12-2023,01-01-1900 06:00,rain,rural road,1,0,1,12.5834,77.5802,6,Morning
Andhra Pradesh,Visakhapatnam,07-01-2023,01-01-1900 06:00,rain,city road,4,1,0,25.5039,79.8865,6,Morning
Karnataka,Mysuru,03-09-2023,01-01-1900 17:00,heavy rain,highway,1,1,0,19.1853,83.3537,17,Evening
Andhra Pradesh,Visakhapatnam,16-08-2023,01-01-1900 12:00,rain,highway,3,0,1,17.0485,78.1729,12,Afternoon
UP,Varanasi,12-01-2023,01-01-1900 09:00,rain,national highway,2,1,0,24.2655,87.629,9,Morning
Andhra Pradesh,Tirupati,31-03-2023,01-01-1900 00:00,rain,highway,2,3,0,16.5633,83.9385,0,Night
Bihar,Patna,10-01-2024,01-01-1900 22:00,heavy rain,nan,4,0,1,24.1244,80.1011,22,Night
Andhra Pradesh,Vijayawada,03-12-2023,01-01-1900 02:00,clear,highway,4,2,0,12.8996,82.342,2,Night
Bihar,Patna,29-11-2023,01-01-1900 01:00,storm,city road,1,2,1,20.7425,79.7472,1,Night
Delhi,Rohini,06-04-2024,01-01-1900 11:00,rain,highway,3,3,0,20.9475,82.6622,11,Morning
Karnataka,Mangalore,20-01-2024,01-01-1900 15:00,rain,rural road,1,1,1,21.6514,77.8769,15,Afternoon
Karnataka,Bengaluru,25-06-2023,01-01-1900 16:00,rain,expressway,2,2,1,21.2106,78.3873,16,Afternoon
UP,Lucknow,26-02-2024,01-01-1900 13:00,clear,expressway,1,3,1,18.5027,86.6782,13,Afternoon
Delhi,Dwarka,01-03-2023,01-01-1900 10:00,foggy,expressway,4,2,1,21.9761,78.4442,10,Morning
Bihar,Patna,03-03-2024,01-01-1900 22:00,clear,expressway,1,0,0,26.5412,85.3644,22,Night
Maharashtra,Mumbai,05-10-2023,01-01-1900 20:00,nan,highway,1,0,2,14.9447,85.321,20,Evening
Maharashtra,Pune,01-05-2024,01-01-1900 03:00,nan,highway,4,0,0,21.866,77.4437,3,Night
Bihar,Bhagalpur,11-11-2023,01-01-1900 18:00,storm,nan,4,1,1,14.3673,87.8312,18,Evening
Telangana,Warangal,19-12-2023,01-01-1900 18:00,nan,highway,4,1,0,15.2566,85.4597,18,Evening
Telangana,Hyderabad,06-01-2024,01-01-1900 22:00,storm,rural road,3,4,0,12.3361,77.3787,22,Night
Bihar,Patna,11-11-2023,01-01-1900 13:00,clear,highway,2,3,0,26.1638,77.9538,13,Afternoon
Karnataka,Mysuru,21-05-2023,01-01-1900 22:00,clear,national highway,1,3,1,18.2076,86.1252,22,Night
Maharashtra,Nagpur,19-06-2023,01-01-1900 13:00,foggy,highway,2,0,2,27.0109,80.0312,13,Afternoon
Karnataka,Mysuru,23-01-2023,01-01-1900 09:00,heavy rain,national highway,4,3,0,24.2451,87.2234,9,Morning
Karnataka,Bengaluru,15-01-2024,01-01-1900 19:00,storm,rural road,3,2,0,23.8167,77.7017,19,Evening
Telangana,Warangal,31-08-2023,01-01-1900 01:00,nan,expressway,4,0,0,16.8718,87.8124,1,Night
Tamil Nadu,Chennai,03-03-2023,01-01-1900 00:00,rain,expressway,2,3,1,27.6259,81.1492,0,Night
Telangana,Nizamabad,05-04-2023,01-01-1900 18:00,rain,expressway,1,1,0,25.9125,78.9872,18,Evening
Andhra Pradesh,Vijayawada,27-02-2023,01-01-1900 16:00,clear,national highway,2,3,0,18.3001,83.6903,16,Afternoon
Bihar,Gaya,20-04-2023,01-01-1900 03:00,foggy,expressway,1,3,0,15.6533,77.643,3,Night
Telangana,Nizamabad,26-03-2023,01-01-1900 07:00,rain,city road,3,1,0,14.6883,80.9028,7,Morning
Tamil Nadu,Madurai,07-01-2024,01-01-1900 11:00,storm,expressway,2,1,0,21.3329,86.7278,11,Morning
Karnataka,Bengaluru,03-11-2023,01-01-1900 16:00,storm,highway,4,2,0,22.6358,81.6127,16,Afternoon
Andhra Pradesh,Visakhapatnam,23-05-2023,01-01-1900 12:00,storm,highway,3,1,2,20.0742,77.0809,12,Afternoon
Bihar,Gaya,23-01-2024,01-01-1900 22:00,storm,national highway,1,3,2,12.6144,81.0508,22,Night
Maharashtra,Pune,23-03-2024,01-01-1900 09:00,rain,national highway,2,1,1,20.0311,87.0092,9,Morning
UP,Kanpur,16-05-2023,01-01-1900 19:00,heavy rain,expressway,2,2,2,24.7649,86.508,19,Evening
Delhi,New Delhi,13-02-2024,01-01-1900 14:00,rain,highway,3,0,1,18.1768,87.6338,14,Afternoon
Bihar,Gaya,06-05-2023,01-01-1900 12:00,clear,expressway,4,1,1,25.8074,82.2862,12,Afternoon
UP,Lucknow,04-02-2023,01-01-1900 06:00,storm,rural road,3,2,0,18.6746,86.6552,6,Morning
Bihar,Bhagalpur,25-02-2023,01-01-1900 15:00,foggy,national highway,1,2,0,20.923,77.6007,15,Afternoon
Telangana,Warangal,25-02-2023,01-01-1900 17:00,foggy,highway,0,2,1,16.654,82.1635,17,Evening
Maharashtra,Pune,09-08-2023,01-01-1900 07:00,heavy rain,expressway,0,1,1,15.0828,78.4198,7,Morning
Tamil Nadu,Chennai,17-02-2024,01-01-1900 12:00,clear,city road,1,3,0,19.546,79.5023,12,Afternoon
Tamil Nadu,Coimbatore,24-04-2023,01-01-1900 07:00,foggy,nan,2,1,0,27.0388,80.7733,7,Morning
